Date,Close,Contrast;,Fluctuation,Poetry,High,Low,Volume,Transaction price,Market capitalization,Stocks
2021-07-02,1785,0,0,1795,1795,1770,155216,276293660,50461928580,28269988
2021-07-01,1785,-15,-0.83,1805,1810,1775,188571,336399090,50461928580,28269988
2021-06-30,1800,25,1.41,1780,1810,1780,164065,294899195,50885978400,28269988
2021-06-29,1775,-5,-0.28,1785,1795,1755,151326,268081785,50179228700,28269988
2021-06-28,1780,0,0,1785,1795,1760,137932,245146705,50320578640,28269988
2021-06-25,1780,20,1.14,1765,1790,1740,169333,299321455,50320578640,28269988
2021-06-24,1760,-30,-1.68,1775,1790,1735,334383,586435785,49755178880,28269988
2021-06-23,1790,-25,-1.38,1820,1830,1755,348454,623868180,50603278520,28269988
2021-06-22,1815,-20,-1.09,1835,1855,1815,200972,367081795,51310028220,28269988
2021-06-21,1835,-15,-0.81,1825,1860,1820,261989,480903840,51875427980,28269988
2021-06-18,1850,-20,-1.07,1855,1870,1835,307963,569492165,52299477800,28269988
2021-06-17,1870,0,0,1875,1890,1845,351845,657044535,52864877560,28269988
2021-06-16,1870,40,2.19,1835,1880,1830,394116,729914950,52864877560,28269988
2021-06-15,1830,5,0.27,1835,1850,1810,239152,437426445,51734078040,28269988
2021-06-14,1825,20,1.11,1805,1830,1800,205434,372973650,51592728100,28269988
2021-06-11,1805,0,0,1805,1815,1785,204553,368713935,51027328340,28269988
2021-06-10,1805,-5,-0.28,1795,1810,1785,331517,595027535,51027328340,28269988
2021-06-09,1810,5,0.28,1805,1820,1785,270204,486882495,51168678280,28269988
2021-06-08,1805,-15,-0.82,1820,1825,1775,284090,510624140,51027328340,28269988
2021-06-07,1820,-15,-0.82,1850,1850,1800,336582,611411055,51451378160,28269988
2021-06-04,1835,10,0.55,1815,1845,1805,250992,459202225,51875427980,28269988
2021-06-03,1825,-35,-1.88,1855,1885,1790,496744,905981825,51592728100,28269988
2021-06-02,1860,40,2.2,1820,1885,1810,621773,1151923850,52582177680,28269988
2021-06-01,1820,15,0.83,1810,1820,1795,242020,438562965,51451378160,28269988
2021-05-31,1805,5,0.28,1815,1835,1780,365183,659095930,51027328340,28269988
2021-05-28,1800,0,0,1835,1835,1775,322312,580846640,50885978400,28269988
2021-05-27,1800,-10,-0.55,1810,1820,1770,311541,557857675,50885978400,28269988
2021-05-26,1810,35,1.97,1775,1810,1750,322525,576055845,51168678280,28269988
2021-05-25,1775,70,4.11,1735,1800,1630,680471,1175015580,50179228700,28269988
2021-05-24,1705,-85,-4.75,1790,1790,1700,627275,1082950960,48200329540,28269988
2021-05-21,1790,10,0.56,1805,1815,1770,386102,691501565,50603278520,28269988
2021-05-20,1780,-55,-3,1820,1835,1775,404094,726062365,50320578640,28269988
2021-05-18,1835,35,1.94,1810,1835,1780,527831,952846125,51875427980,28269988
2021-05-17,1800,-40,-2.17,1845,1850,1755,879099,1574960290,50885978400,28269988
2021-05-14,1840,55,3.08,1835,1845,1725,1923348,3468310495,52016777920,28269988
2021-05-13,1785,-370,-17.17,1970,1975,1785,5515701,10437283720,50461928580,28269988
2021-05-12,2155,495,29.82,1670,2155,1660,25442063,52809097605,60921824140,28269988
2021-05-11,1660,10,0.61,1650,1675,1610,203944,335115285,46928180080,28269988
2021-05-10,1650,40,2.48,1615,1670,1615,269622,444694740,46645480200,28269988
2021-05-07,1610,-20,-1.23,1635,1640,1585,404705,651716520,45514680680,28269988
2021-05-06,1630,15,0.93,1620,1655,1605,252983,412184235,46080080440,28269988
2021-05-04,1615,-5,-0.31,1620,1640,1560,347201,553156130,45656030620,28269988
2021-05-03,1620,65,4.18,1555,1655,1550,360326,582297840,45797380560,28269988
2021-04-30,1555,5,0.32,1545,1585,1515,168486,262461855,43959831340,28269988
2021-04-29,1550,-25,-1.59,1550,1570,1540,142756,221646790,43818481400,28269988
2021-04-28,1575,-40,-2.48,1605,1610,1575,234715,373587430,44525231100,28269988
2021-04-27,1615,50,3.19,1565,1625,1565,431339,690897160,45656030620,28269988
2021-04-26,1565,45,2.96,1520,1565,1510,161099,248513845,44242531220,28269988
2021-04-23,1520,-30,-1.94,1550,1550,1505,248367,376306670,42970381760,28269988
2021-04-22,1550,20,1.31,1530,1565,1515,165994,255201220,43818481400,28269988
2021-04-21,1530,-20,-1.29,1575,1575,1520,197696,305486195,43253081640,28269988
2021-04-20,1550,55,3.68,1495,1580,1495,317098,490189985,43818481400,28269988
2021-04-19,1495,-95,-5.97,1590,1590,1480,728776,1108045675,42263632060,28269988
2021-04-16,1590,-10,-0.63,1600,1615,1570,289785,458433235,44949280920,28269988
2021-04-15,1600,-35,-2.14,1635,1635,1600,412642,665327080,45231980800,28269988
2021-04-14,1635,-25,-1.51,1660,1665,1620,356456,583289190,46221430380,28269988
2021-04-13,1660,5,0.3,1655,1665,1640,209202,345323955,46928180080,28269988
2021-04-12,1655,0,0,1660,1670,1630,386395,636930450,46786830140,28269988
2021-04-09,1655,0,0,1660,1660,1620,298417,490821620,46786830140,28269988
2021-04-08,1655,-10,-0.6,1665,1680,1610,271073,444584835,46786830140,28269988
2021-04-07,1665,-5,-0.3,1675,1685,1640,359699,595212485,47069530020,28269988
2021-04-06,1670,0,0,1680,1700,1650,206816,344516530,47210879960,28269988
2021-04-05,1670,-30,-1.76,1705,1725,1660,257394,435062310,47210879960,28269988
2021-04-02,1700,-35,-2.02,1735,1735,1680,188609,321495250,48058979600,28269988
2021-04-01,1735,15,0.87,1705,1735,1700,158993,273641970,49048429180,28269988
2021-03-31,1720,0,0,1730,1735,1665,290846,492589475,48624379360,28269988
2021-03-30,1720,45,2.69,1680,1725,1630,336980,568818050,48624379360,28269988
2021-03-29,1675,-55,-3.18,1745,1750,1630,349953,587861140,47352229900,28269988
2021-03-26,1730,30,1.76,1700,1745,1680,337000,576284875,48907079240,28269988
2021-03-25,1700,-15,-0.87,1720,1820,1650,798195,1369435150,48058979600,28269988
2021-03-24,1715,-105,-5.77,1555,1740,1455,2269872,3677553560,48483029420,28269988
2021-03-23,1820,-30,-1.62,1875,1905,1815,325369,601002960,51451378160,28269988
2021-03-22,1850,-175,-8.64,1900,1950,1815,1557731,2903497470,52299477800,28269988
2021-03-19,2025,115,6.02,1880,2060,1850,963642,1912379830,57246725700,28269988
2021-03-18,1910,30,1.6,1880,1940,1870,434300,823123075,53995677080,28269988
2021-03-17,1880,-45,-2.34,1925,2070,1870,1592540,3106739020,53147577440,28269988
2021-03-16,1925,25,1.32,1910,1935,1845,221816,420561480,54419726900,28269988
2021-03-15,1900,30,1.6,1905,1960,1865,406322,779965805,53712977200,28269988
2021-03-12,1870,-50,-2.6,1940,1985,1830,757674,1431666830,52864877560,28269988
2021-03-11,1920,120,6.67,1830,2010,1770,738636,1392313780,54278376960,28269988
2021-03-10,1800,-120,-6.25,1865,1870,1725,1058076,1889967410,50885978400,28269988
2021-03-09,1920,10,0.52,1910,1920,1750,674397,1236223705,54278376960,28269988
2021-03-08,1910,-170,-8.17,2100,2105,1845,1307657,2542534930,53995677080,28269988
2021-03-05,2080,-160,-7.14,2200,2280,2045,853493,1788459170,58801575040,28269988
2021-03-04,2240,-160,-6.67,2400,2410,2170,1072183,2412358390,63324773120,28269988
2021-03-03,2400,0,0,2400,2480,2340,655559,1585084525,67847971200,28269988
2021-03-02,2400,70,3,2330,2420,2295,843622,2006372860,67847971200,28269988
2021-02-26,2330,180,8.37,2200,2435,2140,2112200,4895364285,65869072040,28269988
2021-02-25,2150,30,1.42,2130,2235,2115,507964,1099964630,60780474200,28269988
2021-02-24,2120,-130,-5.78,2240,2265,2100,899316,1948763670,59932374560,28269988
2021-02-23,2250,-50,-2.17,2285,2580,2145,1877707,4379314630,63607473000,28269988
2021-02-22,2300,-30,-1.29,2320,2335,2190,690741,1564771460,65020972400,28269988
2021-02-19,2330,-80,-3.32,2390,2440,2315,426853,1005304815,65869072040,28269988
2021-02-18,2410,30,1.26,2400,2445,2315,428324,1012091460,68130671080,28269988
2021-02-17,2380,-15,-0.63,2440,2440,2350,230146,544653190,67282571440,28269988
2021-02-16,2395,10,0.42,2395,2430,2340,336758,803817855,67706621260,28269988
2021-02-15,2385,45,1.92,2400,2470,2320,265909,632343490,67423921380,28269988
2021-02-10,2340,50,2.18,2340,2450,2265,737305,1740479950,66151771920,28269988
2021-02-09,2290,-220,-8.76,2585,2690,2150,1328840,3237402075,64738272520,28269988
2021-02-08,2510,25,1.01,2510,2680,2485,524435,1347853330,70957669880,28269988
2021-02-05,2485,-150,-5.69,2635,2710,2225,2065803,4981357635,70250920180,28269988
2021-02-04,2635,-5,-0.19,2650,2720,2590,352317,930547195,74491418380,28269988
2021-02-03,2640,-70,-2.58,2705,2720,2560,553887,1458628080,74632768320,28269988
2021-02-02,2710,-80,-2.87,2790,2820,2690,423422,1166233460,76611667480,28269988
2021-02-01,2790,15,0.54,2775,2825,2650,294686,811982800,78873266520,28269988
2021-01-29,2775,-45,-1.6,2850,2925,2715,482994,1344986570,76028278950,27397578
2021-01-28,2820,105,3.87,2705,2860,2600,654591,1832474740,77261169960,27397578
2021-01-27,2715,30,1.12,2715,2750,2655,172185,464449545,74384424270,27397578
2021-01-26,2685,-110,-3.94,2805,2850,2560,952971,2547382560,73562496930,27397578
2021-01-25,2795,140,5.27,2655,2980,2655,998507,2809852595,76576230510,27397578
2021-01-22,2655,-60,-2.21,2700,2700,2640,237321,631080400,72740569590,27397578
2021-01-21,2715,-75,-2.69,2800,2800,2640,437316,1173059650,74384424270,27397578
2021-01-20,2790,-25,-0.89,2815,2870,2730,389889,1080914960,76439242620,27397578
2021-01-19,2815,-15,-0.53,2835,2880,2675,406226,1146018555,77124182070,27397578
2021-01-18,2830,-100,-3.41,2915,3010,2770,1086479,3137095980,77535145740,27397578
2021-01-15,2930,5,0.17,2885,2955,2820,416859,1201710660,79635864680,27179476
2021-01-14,2925,-5,-0.17,2930,2965,2740,760886,2170136245,79499967300,27179476
2021-01-13,2930,-5,-0.17,2995,3060,2920,1245216,3724565255,79635864680,27179476
2021-01-12,2935,65,2.26,2950,3005,2870,889133,2619971860,79771762060,27179476
2021-01-11,2870,-10,-0.35,2885,2895,2765,413074,1166769085,78005096120,27179476
2021-01-08,2880,160,5.88,2750,2965,2675,942866,2662332435,77334693120,26852324
2021-01-07,2720,5,0.18,2725,2765,2615,626949,1678383440,73038321280,26852324
2021-01-06,2715,110,4.22,2650,2835,2635,575781,1574164920,72904059660,26852324
2021-01-05,2605,25,0.97,2580,2755,2565,283306,747529165,69950304020,26852324
2021-01-04,2580,-70,-2.64,2665,2675,2540,296925,771505140,69278995920,26852324
