Date,Close,Contrast;,Fluctuation,Poetry,High,Low,Volume,Transaction price,Market capitalization,Stocks
2020-09-29,11400,150,1.33,11500,11500,11100,9838,110999250,92017243200,8071688
2020-09-28,11250,400,3.69,10850,11250,10800,6020,66352200,90806490000,8071688
2020-09-25,10850,200,1.88,10650,10900,10400,9850,105219800,87577814800,8071688
2020-09-24,10650,-250,-2.29,10400,10700,10300,14880,155710150,85963477200,8071688
2020-09-23,10900,150,1.4,10750,11150,10400,12258,130117350,87981399200,8071688
2020-09-22,10750,-200,-1.83,10950,11050,10400,11726,125111750,86770646000,8071688
2020-09-21,10950,-450,-3.95,11400,11400,10950,11802,131042050,88384983600,8071688
2020-09-18,11400,-150,-1.3,11450,11650,11200,11017,124730250,92017243200,8071688
2020-09-17,11550,-100,-0.86,11600,11800,11400,17808,205536650,93227996400,8071688
2020-09-16,11650,-200,-1.69,11900,11900,11350,20130,232385450,94035165200,8071688
2020-09-15,11850,200,1.72,11650,11850,11500,11853,137993500,95649502800,8071688
2020-09-14,11650,-450,-3.72,12150,12200,11650,22520,266548850,94035165200,8071688
2020-09-11,12100,300,2.54,11750,12150,11450,17382,204898100,97667424800,8071688
2020-09-10,11800,200,1.72,11950,11950,11600,12375,145880600,95245918400,8071688
2020-09-09,11600,0,0,11300,11600,11200,5502,62824200,93631580800,8071688
2020-09-08,11600,250,2.2,11400,11850,11200,14192,162685750,93631580800,8071688
2020-09-07,11350,-350,-2.99,11750,11750,11100,34057,384931500,91613658800,8071688
2020-09-04,11700,0,0,11050,11700,11000,22100,249394650,94438749600,8071688
2020-09-03,11700,-300,-2.5,12000,12150,11700,13031,154519200,94438749600,8071688
2020-09-02,12000,200,1.69,11950,12050,11600,22278,264288800,96860256000,8071688
2020-09-01,11800,550,4.89,11500,11850,11350,41070,476106650,95245918400,8071688
2020-08-31,11250,0,0,11150,11700,11150,15029,170357700,90806490000,8071688
2020-08-28,11250,150,1.35,11000,11500,11000,13395,150535550,90806490000,8071688
2020-08-27,11100,-450,-3.9,11400,11600,11050,18817,210901150,89595736800,8071688
2020-08-26,11550,200,1.76,11500,12950,11300,112115,1363085600,93227996400,8071688
2020-08-25,11350,350,3.18,11050,11500,11050,8970,101075500,91613658800,8071688
2020-08-24,11000,350,3.29,10650,11200,10600,25355,278419050,88788568000,8071688
2020-08-21,10650,0,0,10600,10800,10350,15895,167601550,85963477200,8071688
2020-08-20,10650,-1100,-9.36,11900,11900,10450,84578,907771100,85963477200,8071688
2020-08-19,11750,250,2.17,11400,11950,11400,12495,147375250,94842334000,8071688
2020-08-18,11500,-850,-6.88,12150,12300,11250,40764,476391750,92824412000,8071688
2020-08-14,12350,-150,-1.2,12550,12550,12100,15713,192165800,99685346800,8071688
2020-08-13,12500,0,0,12600,12900,12500,21088,267594700,1.00896E+11,8071688
2020-08-12,12500,-600,-4.58,12950,13050,12450,37971,482506000,1.00896E+11,8071688
2020-08-11,13100,-400,-2.96,13450,13450,12600,77182,989258900,1.05739E+11,8071688
2020-08-10,13500,-450,-3.23,14000,14300,13450,29568,403851500,1.08968E+11,8071688
2020-08-07,13950,-50,-0.36,14150,14150,13400,47103,647442700,1.126E+11,8071688
2020-08-06,14000,-400,-2.78,14550,14600,13950,56599,805300100,1.13004E+11,8071688
2020-08-05,14400,700,5.11,14000,14900,13900,158858,2293300200,1.16232E+11,8071688
2020-08-04,13700,700,5.38,13000,13850,12950,80347,1063787250,1.10582E+11,8071688
2020-08-03,13000,-450,-3.35,13300,13350,12900,28044,367049300,1.04932E+11,8071688
2020-07-31,13450,-400,-2.89,13800,14050,13400,29751,406764100,1.08564E+11,8071688
2020-07-30,13850,850,6.54,13350,14200,12850,73998,1010339800,1.11793E+11,8071688
2020-07-29,13000,500,4,12400,13200,12250,23131,298270550,1.04932E+11,8071688
2020-07-28,12500,-250,-1.96,12600,12900,12250,25795,323023100,1.00896E+11,8071688
2020-07-27,12750,1050,8.97,11700,13650,11700,72144,914292950,1.02914E+11,8071688
2020-07-24,11700,-350,-2.9,12150,12400,11450,30737,361500600,94438749600,8071688
2020-07-23,12050,-250,-2.03,12500,12500,12000,14807,178507850,97263840400,8071688
2020-07-22,12300,50,0.41,12300,12550,12150,6379,78614800,99281762400,8071688
2020-07-21,12250,200,1.66,11950,12350,11850,13122,159334450,98878178000,8071688
2020-07-20,12050,-550,-4.37,12500,12700,11800,44628,540604600,97263840400,8071688
2020-07-17,12600,-150,-1.18,12550,12800,12450,11944,150801550,1.01703E+11,8071688
2020-07-16,12750,50,0.39,12800,12800,12150,13185,165832150,1.02914E+11,8071688
2020-07-15,12700,100,0.79,12550,12950,12500,10247,130677800,1.0251E+11,8071688
2020-07-14,12600,-450,-3.45,12850,12950,12600,20311,258587700,1.01703E+11,8071688
