,Date,Asian economy,D&C,Digital_joseon,Ncsoft_Corporation,Play with,Vespa,Comtec_Systems,Samsung_SDS,Sultrux,CJ Cheiljedang,Hantop,Harim,Hyundai Motor,Kia Corporation,KR motors,Didim,Kangwon Land,Modutour,Korean_Air_Lines,T'Way Air ,Yerimdang,HMM,KSS Line ,Tewoong,Koreaeset,Samsung_Securities,Shinyoung Securitie,Co_num
118,2021-04-22,3540,48650,4090,944000,10700,33000,1162.882935,179000,31400.0,390000.0,1550,31400.0,98300.0,32050.0,1345,1930,23250.0,21300,13312.32129,1905.016357,3155,4715,8460.0,7770,13500,26700,43800.0,204
119,2021-04-21,3610,48500,4020,965000,10450,31100,1180.912109,183500,31250.0,400000.0,1530,31250.0,101500.0,33800.0,1345,1930,23250.0,21300,13472.22949,1898.188232,3155,4815,8660.0,7840,10400,27800,44250.0,230
120,2021-04-20,3475,47700,4150,946000,10650,31500,1176.404785,184500,31950.0,406000.0,1550,31950.0,101500.0,34000.0,1370,1940,23550.0,21700,13592.16016,1826.494141,3220,4970,8650.0,7370,10800,28000,43950.0,218
121,2021-04-19,3295,46900,4160,928000,10550,31700,1185.419434,183000,31900.0,392500.0,1495,31900.0,109000.0,35200.0,1330,1930,24000.0,21150,13991.92969,1911.84436,3210,4995,8560.0,7250,10900,28350,44000.0,148
122,2021-04-16,3475,48950,4275,879000,11400,33000,1167.390259,179000,32150.0,384000.0,1590,32150.0,110000.0,35300.0,1360,1970,24250.0,21250,14551.60644,1918.672363,3190,5000,8550.0,7090,10750,28700,44000.0,217
123,2021-04-15,3325,48850,4030,880000,11850,29700,1162.882935,180500,32550.0,380000.0,1600,32550.0,117500.0,36800.0,1375,1965,24400.0,20800,14471.65234,1870.876221,3090,5020,8520.0,6720,10400,29250,44200.0,216
124,2021-04-14,3325,50600,3890,859000,10950,28000,1180.912109,180500,32400.0,376000.0,1635,32400.0,121500.0,38000.0,1405,2030,25000.0,20750,14431.67578,1823.080078,3130,4995,8400.0,6890,10400,29050,43950.0,217
125,2021-04-13,2560,53000,3940,859000,11300,28050,1171.897583,180000,32550.0,376500.0,1660,32550.0,121500.0,36700.0,1380,1990,24800.0,21000,15551.03027,1874.290283,3030,5220,8470.0,6850,10300,29900,44800.0,247
126,2021-04-12,2470,40800,3865,861000,10200,26900,1162.882935,177500,31750.0,371000.0,1655,31750.0,118500.0,35800.0,1375,1990,23900.0,20900,15271.19141,1823.080078,3065,5190,8460.0,7040,10400,29600,45050.0,158
127,2021-04-09,2475,39700,3845,811000,9710,27450,1153.868286,173500,31850.0,373000.0,1655,31850.0,124500.0,36700.0,1405,1990,23200.0,21100,14871.42188,1754.799927,3030,5200,8390.0,6880,10700,29000,45000.0,201
128,2021-04-08,2480,40250,3820,802000,9900,27000,1131.331909,170500,31250.0,369000.0,1655,31250.0,122500.0,36900.0,1375,2040,22950.0,21050,14711.51465,1666.035767,3005,5170,8270.0,7150,10700,28800,44500.0,215
129,2021-04-07,2480,40850,4145,785000,9950,26350,1140.346436,173500,31200.0,369500.0,1665,31200.0,123500.0,37700.0,1405,2100,22950.0,21300,14071.88379,1614.825684,3015,5200,8490.0,7370,11000,29400,44850.0,244
130,2021-04-06,2400,37950,3860,794000,9960,27100,1144.85376,174000,31100.0,366500.0,1670,31100.0,123000.0,37700.0,1405,2070,22750.0,21400,14311.74512,1659.207764,3045,5170,8390.0,7120,9810,29550,44800.0,198
131,2021-04-05,2435,37350,3855,812000,10050,26150,1131.331909,171500,31150.0,366000.0,1670,31150.0,125000.0,39650.0,1260,2065,23050.0,21100,13991.92969,1659.207764,2990,5490,8340.0,6880,9870,29250,44750.0,147
132,2021-04-02,2270,38000,3800,825000,9870,27900,1122.317261,169500,31750.0,367000.0,1700,31750.0,127500.0,40700.0,1285,2080,22950.0,21600,13911.97559,1628.481689,2945,5850,8380.0,6740,9660,29300,45450.0,155
133,2021-04-01,2230,37150,3205,811000,9950,28500,1117.809937,166500,31300.0,386000.0,1735,31300.0,126500.0,40400.0,1300,2100,22850.0,22050,13911.97559,1703.589844,2940,5880,8440.0,6790,9470,28950,44750.0,166
134,2021-03-31,2255,36950,3195,844000,9580,28900,1104.288086,167000,31400.0,414000.0,1720,31400.0,127000.0,39700.0,1315,2130,22500.0,22100,13712.09082,1710.417847,2960,6040,8570.0,6730,9580,28800,44600.0,199
135,2021-03-30,2280,36700,3370,846000,9590,29850,1113.302612,167500,31750.0,415000.0,1720,31750.0,132500.0,41150.0,1320,2180,22450.0,21650,13871.99902,1771.869995,2930,6030,8590.0,6990,8870,29800,45000.0,158
136,2021-03-29,2315,36950,3460,846000,10100,29800,1108.79541,167500,31350.0,417500.0,1675,31350.0,134000.0,41100.0,1290,2185,22450.0,21600,13792.04492,1758.213989,2920,6050,8630.0,7240,9050,30700,45500.0,145
137,2021-03-26,2290,35850,3285,854000,10100,30000,1104.288086,169500,31800.0,420000.0,1730,31800.0,144500.0,42150.0,1345,2175,22950.0,22300,14471.65234,1823.080078,2930,6430,8800.0,7240,8800,31050,45600.0,127
138,2021-03-25,2315,36450,3220,865000,9540,24100,1095.273438,167000,32400.0,424000.0,1700,32400.0,147000.0,42250.0,1385,2025,22800.0,22400,15271.19141,1877.704224,2935,6600,8750.0,5570,8910,31100,45850.0,121
139,2021-03-24,2270,36800,3150,841000,9060,22500,1099.780762,164500,32500.0,427000.0,1715,32500.0,170000.0,46350.0,1445,1990,22600.0,22450,14991.35254,1853.806152,2950,6700,8620.0,5460,8440,33000,46450.0,127
140,2021-03-23,2305,36900,3000,840000,8890,21950,1081.751587,165500,32700.0,443500.0,1820,32700.0,179000.0,47200.0,1360,2010,23050.0,22750,15111.28418,1993.780518,2900,6800,8590.0,5250,8470,32650,49900.0,137
141,2021-03-22,2335,37450,3045,850000,9090,21100,1081.751587,172500,32350.0,414500.0,1850,32350.0,172000.0,45250.0,1345,2065,23900.0,23150,15630.98438,2051.818604,2965,6380,8530.0,5320,8530,33000,49700.0,97
142,2021-03-19,2375,37300,2975,897000,8950,21000,1081.751587,170000,32950.0,414000.0,2025,32950.0,170000.0,44900.0,1345,2100,23500.0,23650,15750.91504,2021.092529,3025,6650,8580.0,5170,8500,32950,48800.0,115
143,2021-03-18,2320,37600,2865,872000,8910,19550,1072.736938,169000,32300.0,401000.0,1910,32300.0,167000.0,44400.0,1325,2090,23250.0,23950,15591.00684,2048.404541,3055,6410,8510.0,5150,8530,31950,48050.0,146
144,2021-03-17,2275,36900,2880,834000,8740,18550,1000.620178,167000,31250.0,403000.0,1880,31250.0,158000.0,42700.0,1350,2115,22100.0,24450,14591.58398,1843.564209,3075,5690,8220.0,5170,8500,30300,46600.0,124
145,2021-03-16,2250,36450,2850,841000,8800,18150,973.576416,166000,31050.0,402500.0,1925,31050.0,164500.0,42300.0,1370,2025,21950.0,24350,14711.51465,1846.978149,3105,5860,8370.0,5240,8480,30400,46650.0,120
146,2021-03-15,2205,35350,2765,783000,8760,18100,928.503418,159000,31150.0,400500.0,1900,31150.0,155000.0,40250.0,1320,2065,20900.0,24600,14031.90625,1768.455933,3035,5560,8270.0,5270,8460,29200,45300.0,79
147,2021-03-12,2195,35400,2760,823000,8750,17750,937.518005,158000,30850.0,397000.0,1870,30850.0,156000.0,40750.0,1340,1890,20650.0,23150,14311.74512,1802.596069,3010,5600,8280.0,5070,8220,29450,45150.0,140
148,2021-03-11,2165,34900,2745,841000,8570,17100,1018.649414,159500,30750.0,406000.0,1920,30750.0,161500.0,41550.0,1250,1820,20650.0,22650,14191.81445,1771.869995,2990,5550,8350.0,5080,8290,29750,45250.0,140
149,2021-03-10,2140,34650,2695,826000,8390,16850,1059.215088,161500,30350.0,416500.0,1800,30350.0,166000.0,43000.0,1270,1740,21350.0,22500,14551.60644,1829.908081,2990,5700,8370.0,4885,7980,31450,45950.0,137
150,2021-03-09,2170,34050,2775,818000,8550,17650,1180.912109,159500,30850.0,416500.0,1920,30850.0,167500.0,43200.0,1315,1775,21000.0,22800,14391.69922,1853.806152,3000,5580,8280.0,5000,7970,31300,45800.0,139
151,2021-03-08,2175,34500,2765,863000,8710,17600,1266.550781,159000,31650.0,418000.0,1910,31650.0,163500.0,42200.0,1295,1830,20500.0,22500,14191.81445,1785.526001,2980,5340,8220.0,5070,8000,30400,46000.0,102
152,2021-03-05,2190,35850,2675,856000,8810,19200,1225.985107,158500,32650.0,416500.0,2080,32650.0,172000.0,42750.0,1325,1855,20900.0,23200,14231.79102,1788.940063,3050,5550,8220.0,5010,7970,30750,46100.0,127
153,2021-03-04,2195,36600,2730,825000,8860,17100,1149.361084,157500,32250.0,407000.0,2240,32250.0,176500.0,42450.0,1300,1875,20650.0,23350,14111.86035,1795.768066,3055,5760,8170.0,4955,8000,30150,46150.0,131
154,2021-03-03,2190,36900,2630,828000,8930,17450,1180.912109,159000,31800.0,403500.0,2400,31800.0,180000.0,43150.0,1220,1885,21000.0,23100,14351.72168,1792.354004,3040,5870,8170.0,5020,8020,30950,46300.0,118
155,2021-03-02,2155,36500,2580,850000,8940,16050,1203.448608,161500,31200.0,401500.0,2400,31200.0,176000.0,42200.0,1245,1800,21350.0,23050,14671.53711,1795.768066,3015,6170,8270.0,4875,7980,32300,47300.0,118
156,2021-02-26,2125,36200,2560,835000,8710,17250,1225.985107,159500,31350.0,401500.0,2330,31350.0,176500.0,42700.0,1235,1825,21100.0,23550,14791.46875,1833.322144,3050,6330,8390.0,4870,7860,32250,48200.0,131
157,2021-02-25,2215,37450,2590,813000,8960,16000,1230.492432,157000,32550.0,396500.0,2150,32550.0,172500.0,42150.0,1295,1900,20800.0,23900,14871.42188,1829.908081,3135,6360,8390.0,4965,7980,31400,48300.0,131
158,2021-02-24,2110,37000,2580,812000,8880,20050,1216.970459,158500,32200.0,389500.0,2120,32200.0,170000.0,42300.0,1330,1940,21250.0,23800,14951.37598,1816.252075,3075,6300,8410.0,4845,7840,32150,48250.0,122
159,2021-02-23,2205,38200,2655,811000,9310,21300,1248.521606,166000,33300.0,389500.0,2250,33300.0,168000.0,42300.0,1450,1980,21450.0,23600,14991.35254,1819.666138,3175,6220,8510.0,5080,7980,31650,48350.0,144
160,2021-02-22,2300,37100,2720,791000,9380,21000,1207.955933,177000,33350.0,375500.0,2300,33350.0,167500.0,42100.0,1410,1980,21100.0,22900,14711.51465,1792.354004,3225,6490,8470.0,5090,8020,31050,47500.0,117
161,2021-02-19,2320,38400,2710,830000,9370,21300,1207.955933,174500,33450.0,401500.0,2330,33450.0,169000.0,42150.0,1425,2015,21050.0,22500,14831.44531,1829.908081,3190,7080,8420.0,5110,8090,31200,47900.0,130
162,2021-02-18,2360,39600,2700,818000,9510,20900,1203.448608,178000,33850.0,403500.0,2410,33850.0,171500.0,42300.0,1280,2020,21150.0,22750,14631.56055,1707.003906,3255,7260,8490.0,5140,8100,31400,47750.0,175
163,2021-02-17,2360,40000,2760,830000,9810,21900,1225.985107,181000,34200.0,392000.0,2380,34200.0,180000.0,44400.0,1300,1995,21250.0,23150,14911.39941,1720.659912,3125,7230,8490.0,5240,8200,31950,48000.0,188
164,2021-02-16,2265,39800,2735,824000,9490,21900,1266.550781,180000,33450.0,394000.0,2395,33450.0,179000.0,44650.0,1280,1990,21250.0,23050,15311.16894,1809.424072,3100,7400,8610.0,4890,7990,31700,47750.0,258
165,2021-02-15,2240,41500,2740,822000,9370,21450,1225.985107,177500,33400.0,393000.0,2385,33400.0,183500.0,46750.0,1260,1985,21500.0,22700,15351.14551,1826.494141,3110,7450,8720.0,4885,8000,31800,47250.0,161
166,2021-02-10,2225,41800,2665,805000,9180,21850,1216.970459,179000,33150.0,387000.0,2340,33150.0,184000.0,48500.0,1130,1970,21650.0,23000,15111.28418,1812.838135,3120,7300,8690.0,4700,8080,31400,47300.0,184
167,2021-02-09,2165,40450,2675,821000,9200,22750,1198.941284,181500,32850.0,387000.0,2290,32850.0,181000.0,47800.0,1190,2010,21300.0,23050,15031.33008,1816.252075,3155,7260,9250.0,4655,8020,31200,47200.0,175
168,2021-02-08,2225,40150,2675,804000,9250,20900,1158.37561,177500,33150.0,387500.0,2510,33150.0,185000.0,48450.0,1145,2000,21200.0,23700,15071.30664,1768.455933,3145,7410,9100.0,4715,8150,30700,46800.0,91
169,2021-02-05,2280,41050,2690,787000,9400,20850,1122.317261,168000,33750.0,380500.0,2485,33750.0,179500.0,46300.0,882,2035,20950.0,22600,14711.51465,1741.143921,3125,7100,8710.0,4795,7970,29950,46250.0,145
170,2021-02-04,2260,39950,2710,805000,9300,20150,1122.317261,165500,33850.0,383000.0,2635,33850.0,179500.0,46000.0,941,2030,21100.0,22450,14831.44531,1707.003906,3145,7130,9240.0,4830,7870,29800,45850.0,125
171,2021-02-03,2230,40500,2680,787000,9780,20500,1153.868286,167500,33600.0,387500.0,2640,33600.0,171500.0,44550.0,946,2070,20600.0,22850,14391.69922,1676.277832,3185,6860,9030.0,4830,7880,29200,45600.0,170
172,2021-02-02,2155,40250,2610,784000,9520,18000,1135.839111,166500,33350.0,390000.0,2710,33350.0,170000.0,44000.0,920,2090,20800.0,22750,14671.53711,1734.315918,3145,6860,9090.0,4700,7870,29400,45800.0,190
173,2021-02-01,2125,40450,2560,799000,9680,17100,1473.886475,171500,33350.0,394000.0,2790,33350.0,175500.0,45500.0,917,2120,21400.0,22750,15031.33008,2054.166748,2990,7280,9220.0,4565,7720,29500,46350.0,126
174,2021-01-29,2060,39000,2555,806000,10300,17200,1464.871948,169500,33600.0,395000.0,2775,33600.0,178500.0,46900.0,898,2045,21500.0,22650,15071.30664,2083.333252,2895,7210,9200.0,4590,7700,30600,46800.0,152
175,2021-01-28,2225,40850,2660,789000,12400,18400,1541.495972,174500,34200.0,398500.0,2820,34200.0,187000.0,50500.0,970,2100,21500.0,23750,15431.09961,2033.333374,3085,7380,9370.0,4990,7800,31100,46900.0,113
176,2021-01-27,2310,42050,2770,788000,11550,17900,1550.51062,172000,35000.0,410500.0,2715,35000.0,182500.0,50600.0,1005,2110,21300.0,23850,15830.86914,2070.833252,3235,7390,9410.0,5210,7980,30750,46750.0,104
177,2021-01-26,2260,42950,2780,768000,10700,17250,1618.120117,177500,35850.0,407000.0,2685,35850.0,183000.0,50300.0,1005,2110,21500.0,24500,15790.8916,2087.5,3180,7440,9570.0,5300,7970,30850,46750.0,130
178,2021-01-25,2305,43950,2800,751000,10450,18000,1577.554321,177000,36250.0,405500.0,2795,36250.0,180500.0,50900.0,1030,2385,21800.0,24950,15790.8916,2083.333252,3345,7410,9840.0,5320,8050,31750,46400.0,101
179,2021-01-22,2315,41850,2830,754000,9840,18000,1582.061646,176500,35200.0,410000.0,2655,35200.0,180000.0,49700.0,1030,2455,23400.0,23950,16510.47656,2183.333252,3255,7340,9740.0,5230,8070,32900,46450.0,128
180,2021-01-21,2225,42150,2840,754000,9290,18100,1591.076294,173000,35850.0,398000.0,2715,35850.0,179000.0,50300.0,1020,2345,23000.0,23350,16350.56934,2187.5,3235,7340,9530.0,5280,8070,32300,46450.0,112
181,2021-01-20,2280,43100,2840,752000,9360,18550,1505.437622,171000,35950.0,393500.0,2790,35950.0,178000.0,49150.0,1025,2305,22550.0,23300,16390.54688,2137.5,3150,7190,9530.0,5140,8020,31850,46150.0,123
182,2021-01-19,2315,41900,2805,750000,9180,18700,1500.930298,167500,35150.0,391000.0,2815,35150.0,176000.0,48900.0,1040,2270,22000.0,23100,16550.45313,2083.333252,3140,7270,9460.0,5150,8040,32450,46400.0,145
183,2021-01-18,2165,38000,2765,767000,9030,17100,1442.335449,173500,35000.0,387500.0,2830,35000.0,172000.0,47150.0,1030,2120,22050.0,23100,16270.61523,2070.833252,3070,7090,9560.0,5040,7750,32150,45650.0,102
184,2021-01-15,2200,37700,2870,771000,9280,18650,1406.2771,174000,35550.0,385500.0,2930,35550.0,168000.0,46700.0,1055,2085,22400.0,24200,16430.52344,2154.166748,3160,7000,9660.0,5080,7820,32900,45900.0,155
185,2021-01-14,2210,38550,2855,794000,9700,16050,1491.915649,176000,37150.0,386500.0,2925,37150.0,167500.0,46850.0,1070,2095,22500.0,24200,16350.56934,2100.0,3155,7050,9730.0,5180,7970,33100,45950.0,120
186,2021-01-13,2170,38450,2900,809000,9220,14950,1455.8573,175500,36500.0,388000.0,2930,36500.0,165500.0,45450.0,1100,2080,23150.0,23000,16790.31445,2070.833252,2995,7600,9850.0,5170,7930,33300,46100.0,138
187,2021-01-12,2020,36850,2895,811000,8930,15150,1482.901123,174000,36000.0,387000.0,2935,36000.0,162500.0,45200.0,1040,2055,22900.0,22750,16790.31445,2029.166626,2900,7640,9810.0,5240,7900,34150,46750.0,148
188,2021-01-11,2005,36150,2885,796000,8750,14250,1559.525146,172500,36600.0,383000.0,2870,36600.0,167000.0,46250.0,1070,2050,22950.0,21600,16910.24609,2008.333374,2835,8070,9600.0,4990,7930,34250,47300.0,167
189,2021-01-08,2080,36850,3040,796000,9080,15400,1514.452148,182000,37600.0,371000.0,2880,37600.0,171500.0,47950.0,1115,2110,22550.0,21250,17110.13086,1925.0,2915,8820,9420.0,5030,7850,33100,46600.0,187
190,2021-01-07,2075,38300,3250,782000,9180,15250,1415.291626,181000,37650.0,363000.0,2720,37650.0,172500.0,52900.0,1120,2195,22550.0,21150,16590.42969,1866.666626,2960,8860,9420.0,5180,7850,32400,46150.0,191
191,2021-01-06,2030,37850,3250,802000,9070,15500,1433.320801,176500,35000.0,368000.0,2715,35000.0,173500.0,53800.0,1105,2145,22550.0,21100,16630.4082,1866.666626,2920,9450,9710.0,5200,7800,33600,46250.0,298
192,2021-01-05,2075,40000,3140,813000,9040,14600,1397.262451,171000,34850.0,369000.0,2605,34850.0,170000.0,53000.0,1125,2150,21800.0,21200,16230.63769,1816.666626,2965,9490,9450.0,5280,7550,33400,46050.0,260
193,2021-01-04,2080,39700,3150,776000,9080,13750,1334.160278,168500,34500.0,361000.0,2580,34500.0,164500.0,50500.0,1150,2145,21100.0,20700,15950.79981,1712.5,2950,8970,9300.0,5210,7500,32100,45800.0,194
194,2020-12-30,2030,36800,3040,778000,9200,13800,1365.711304,170500,34400.0,358500.0,2650,34400.0,170500.0,51500.0,1135,2135,21200.0,20550,16070.73047,1741.666626,2985,9270,9360.0,5170,7500,32500,46100.0,359
195,2020-12-29,2030,33550,3050,782000,9050,13400,1365.711304,174000,33800.0,363000.0,2500,33800.0,170500.0,51000.0,1075,2075,21650.0,20600,16510.47656,1787.5,2900,9300,9520.0,5070,7620,33050,46400.0,387
196,2020-12-28,2010,32450,2760,837000,9140,12600,1392.755127,174500,33800.0,387000.0,2675,33800.0,171500.0,51500.0,1035,2005,21650.0,19250,16190.66113,1783.333374,2795,9440,9620.0,4930,7700,32900,47000.0,524
197,2020-12-24,2015,33300,2825,843000,9010,13050,1410.784302,177000,34050.0,388000.0,2625,34050.0,175000.0,52200.0,1085,2145,21800.0,19650,16390.54688,1841.666626,2905,10150,9840.0,5040,7640,33400,47150.0,568
198,2020-12-23,2010,32650,2750,848000,9030,12800,1374.725952,173000,33800.0,389000.0,2630,33800.0,170500.0,51600.0,1115,2130,21450.0,18500,16630.4082,1983.333374,2900,10250,9660.0,4980,7570,32950,46850.0,348
199,2020-12-22,1970,32800,2845,844000,9010,13050,1451.349976,175000,33300.0,395000.0,2725,33300.0,172500.0,52300.0,1120,2265,21500.0,19100,17429.94727,2000.0,2990,11900,10250.0,4980,7680,33450,47200.0,376
200,2020-12-21,2035,32650,3050,797000,9300,14100,1410.784302,171000,34000.0,379500.0,2705,34000.0,173500.0,54500.0,1215,2430,22300.0,19550,19388.81641,2200.0,3095,12400,10200.0,5270,7830,33950,48650.0,331
201,2020-12-18,2075,33850,3000,801000,9050,14800,1455.8573,177000,34500.0,367000.0,2845,34500.0,175500.0,58100.0,1225,2440,23450.0,20150,20548.14844,2858.333252,3235,13000,10900.0,5470,7760,35750,49450.0,378
202,2020-12-17,2045,34600,3025,791000,8680,14350,1455.8573,175500,33700.0,366000.0,2860,33700.0,174000.0,59000.0,1145,2350,23000.0,19850,19668.6543,2750.0,3190,14350,11550.0,5550,7690,35500,49700.0,588
203,2020-12-16,2045,34100,3005,808000,8660,15400,1464.871948,176500,34500.0,366500.0,2825,34500.0,177500.0,59200.0,1180,2410,22400.0,20550,19148.95508,2920.0,3060,14400,10800.0,5670,7800,35250,49750.0,427
204,2020-12-15,1995,34350,2940,800000,8540,15200,1437.828125,176500,34850.0,367000.0,2940,34850.0,179000.0,59700.0,1210,2195,22450.0,20950,21547.57227,3125.0,3025,14100,10600.0,5550,7740,38250,50600.0,383
205,2020-12-14,2045,35100,3000,789000,8480,15150,1383.740601,175500,34800.0,364500.0,3020,34800.0,182500.0,58500.0,1245,2170,22850.0,20500,19628.67773,2940.0,3080,12950,10300.0,6090,7680,38800,50700.0,249
206,2020-12-11,2080,35650,3060,800000,8720,14800,1388.247803,178500,34700.0,374500.0,3280,34700.0,179500.0,58200.0,1225,2140,22850.0,21500,19108.97852,3000.0,2975,13150,10400.0,5540,7790,38000,51200.0,365
207,2020-12-10,2010,35100,3065,828000,8760,15200,1401.769775,179000,34750.0,370000.0,3450,34750.0,180000.0,58800.0,1240,2120,22650.0,21550,18549.30078,2935.0,2920,12550,10350.0,5390,7840,38050,51300.0,260
208,2020-12-09,2055,33450,2995,828000,8600,13950,1491.915649,179500,33900.0,370500.0,3210,33900.0,177000.0,58100.0,1245,2170,23100.0,21750,18989.04688,2960.0,2900,12750,10450.0,5390,7840,38250,51000.0,252
209,2020-12-08,2120,34100,2900,822000,8520,10750,1460.364624,178500,33350.0,370500.0,3240,33350.0,179000.0,59300.0,1235,2155,22800.0,22200,19348.83984,2975.0,2850,13400,10850.0,5270,7550,39800,51900.0,259
210,2020-12-07,2050,33800,2815,820000,8770,10000,1482.901123,179000,33650.0,367000.0,3205,33650.0,181000.0,59800.0,1340,2195,23250.0,20550,20108.40234,2980.0,2870,13050,10450.0,5480,7710,39700,51900.0,230
211,2020-12-04,2000,33000,2840,805000,9010,10000,1437.828125,176000,33300.0,366500.0,2980,33300.0,179500.0,59000.0,1430,2190,23900.0,20700,20388.24023,2635.0,2970,12800,10150.0,5320,7610,39400,52000.0,235
212,2020-12-03,2070,33400,2905,816000,9160,10250,1464.871948,175500,34050.0,366500.0,3335,34050.0,179000.0,58400.0,1335,2285,23100.0,22050,20228.33203,2570.0,3025,12900,10100.0,5260,7640,40100,52000.0,296
213,2020-12-02,2035,32600,2895,822000,8550,9440,1464.871948,176000,34850.0,366500.0,3485,34850.0,181000.0,58700.0,1335,2315,23200.0,22300,20268.30859,2595.0,2915,13000,10300.0,5260,7630,40150,54400.0,261
214,2020-12-01,2030,32800,2875,810000,8680,9310,1473.886475,173000,35200.0,361500.0,3535,35200.0,181500.0,57800.0,1310,2315,22450.0,20050,20388.24023,2595.0,2985,13350,10400.0,5380,7710,39450,52700.0,200
215,2020-11-30,2010,31950,2920,852000,8810,9020,1518.959473,174000,35150.0,362500.0,3545,35150.0,183500.0,59800.0,1380,2260,23150.0,19450,21067.84766,2650.0,2965,13400,10450.0,5420,7630,41000,53700.0,154
216,2020-11-27,2025,32600,2775,859000,8700,9060,1518.959473,175000,34900.0,359500.0,3350,34900.0,182500.0,60800.0,1285,2290,23850.0,19200,20668.07813,2635.0,2970,13300,10250.0,5210,7560,41200,54900.0,177
217,2020-11-26,2015,32950,2780,878000,8700,8990,1473.886475,175500,34900.0,360500.0,3100,34900.0,196500.0,64700.0,1250,2300,23750.0,18300,20827.98633,2725.0,2890,12950,10350.0,5210,7800,41500,54700.0,203
218,2020-11-25,2070,33000,2760,867000,8730,9100,1568.539795,174500,34400.0,357000.0,3130,34400.0,196500.0,65400.0,1175,2205,23550.0,18450,20907.93945,2640.0,2940,12750,10300.0,5150,7100,42050,54300.0,212
219,2020-11-24,2135,33800,2845,871000,8890,9050,1654.178467,174000,34700.0,363000.0,2915,34700.0,193500.0,64600.0,1135,2205,23550.0,17700,20628.10156,2580.0,3070,12300,10200.0,5290,7010,41600,52800.0,142
220,2020-11-23,2065,33000,2725,874000,8850,9100,1604.598145,175000,34650.0,362500.0,3000,34650.0,186500.0,63100.0,1050,2200,23250.0,17300,21347.6875,2610.0,2965,12750,10150.0,5450,7100,40850,51600.0,134
221,2020-11-20,2060,33600,2740,879000,9020,9140,1654.178467,175500,35200.0,363000.0,2600,35200.0,191500.0,63700.0,1030,2200,23700.0,16550,22187.20313,2615.0,2935,12900,10200.0,5350,6990,41350,52200.0,156
222,2020-11-19,2135,33100,2780,878000,8830,9100,1654.178467,175000,34950.0,364000.0,2450,34950.0,191500.0,63800.0,1020,2165,23700.0,16050,22626.94922,2620.0,2915,13850,10350.0,5160,7040,41400,51400.0,132
223,2020-11-18,2095,33000,2800,888000,8820,9090,1568.539795,178000,34950.0,377000.0,2295,34950.0,190000.0,63700.0,1035,2215,23950.0,16600,22706.90234,2615.0,2885,13800,10350.0,5190,7050,42400,53000.0,109
224,2020-11-17,2100,31900,2800,885000,8810,9030,1573.047119,180500,34850.0,379000.0,2265,34850.0,189000.0,63200.0,1050,2225,23800.0,16550,21907.36328,2550.0,2915,13300,10400.0,5220,7070,42150,52900.0,92
225,2020-11-16,1900,32650,2775,875000,9010,9020,1555.017944,179500,35300.0,380000.0,2155,35300.0,188500.0,62000.0,1040,2150,23750.0,16650,21907.36328,2545.0,3050,13600,10400.0,5710,7070,42500,52500.0,98
226,2020-11-13,1925,33700,2705,868000,9030,8940,1573.047119,178500,35900.0,383000.0,2055,35900.0,190000.0,62500.0,1070,2190,23400.0,16450,21947.33984,2540.0,2945,13550,10450.0,5690,6900,43200,52600.0,69
227,2020-11-12,1910,31850,2755,868000,9170,8850,1532.481445,177500,35000.0,382000.0,2090,35000.0,190500.0,62000.0,1150,2265,23100.0,16300,21587.54883,2510.0,3090,14350,10650.0,5650,6900,42500,52200.0,74
228,2020-11-11,1910,31000,2785,863000,9390,8930,1482.901123,177500,35400.0,376000.0,2100,35400.0,189000.0,62200.0,1075,2485,23200.0,16950,21587.54883,2540.0,3075,13800,10600.0,4820,7040,42350,52200.0,53
229,2020-11-10,1930,31950,2710,864000,9200,9130,1482.901123,179500,36100.0,376500.0,2300,36100.0,187000.0,61300.0,1005,2530,23300.0,15500,21347.6875,2500.0,2750,13600,10550.0,4920,7050,42600,52400.0,44
230,2020-11-09,1910,33350,2735,865000,9280,9070,1392.755127,177500,36350.0,379000.0,2320,36350.0,184000.0,59800.0,976,2610,22900.0,14500,20788.00977,2415.0,2725,13000,10500.0,4515,6990,41900,52400.0,36
231,2020-11-06,1890,34000,2680,888000,9080,8690,1365.711304,178000,36650.0,384500.0,2250,36650.0,185000.0,61400.0,969,2010,22750.0,14400,21027.87109,2390.0,2685,13050,10400.0,4440,6860,42150,53000.0,37
232,2020-11-05,1850,33500,2700,897000,9260,8950,1365.711304,179500,36550.0,382500.0,2260,36550.0,187000.0,61700.0,976,1905,23100.0,14650,21507.59375,2400.0,2650,12850,10450.0,4500,6810,42950,53500.0,40
233,2020-11-04,1840,32850,2615,898000,8860,8980,1370.218628,178000,34050.0,382500.0,2285,34050.0,189500.0,62800.0,981,1815,23150.0,14450,21067.84766,2330.0,2605,12900,10450.0,4375,6570,43150,52900.0,49
234,2020-11-03,1900,32400,2595,913000,8640,9000,1401.769775,177500,34400.0,383000.0,2115,34400.0,190500.0,62300.0,1005,1830,23450.0,14000,21507.59375,2435.0,2635,13750,10300.0,4430,6550,40700,52600.0,43
235,2020-11-02,1870,32050,2530,931000,8360,8920,1388.247803,178500,34400.0,381000.0,2075,34400.0,192000.0,62400.0,968,1850,23500.0,14100,21747.45703,2500.0,2630,13950,10350.0,4480,6630,40450,52700.0,22
